Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Alternative Compound PubChem CID,Alternative Compound PubChem URL,Compound ChEMBL ID,Alternative Compound ChEMBL ID,Broad Identifier,Compound InChIKey,Alternative Compound InChIKey,Compound SMILES,Alternative Compound SMILES,Control Type,Channels,Nuclei Count,Percentage Effect,Percentage Viability
ESP0029359.zarr,C2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Atazanavir sulfate,148192,https://pubchem.ncbi.nlm.nih.gov/compound/148192,,,CHEMBL1163,,"BRD-K09757388-065-04-0, BRD-K09757388-065-05-9",AXRYRYVKAWYZBR-GASGPIRDSA-N,,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,692,0.11,104.93
ESP0029359.zarr,C3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Argatroban,92722,https://pubchem.ncbi.nlm.nih.gov/compound/92722,,,CHEMBL1166,,BRD-A10012892-001-01-9,KXNPVXPOPUZYGB-IOVMHBDKSA-N,,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1cccc2CC(C)CNc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,586,-1.37,88.86
ESP0029359.zarr,C4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Lappaconite Hydrobromide,441743,https://pubchem.ncbi.nlm.nih.gov/compound/441743,,,CHEMBL5308466,,BRD-A05906449-004-01-1,NWBWCXBPKTTZNQ-BAERZWJTSA-N,,CCN1C[C@@]2(CC[C@@H](OC)[C@@]34[C@H]5C[C@H]6[C@H](OC)[C@]5(O)[C@](O)(C[C@@H]6OC)[C@H](C[C@H]23)C14)OC(=O)c1ccccc1NC(C)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,679,0.0,102.96
ESP0029359.zarr,C5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Neohesperidin,24721685,https://pubchem.ncbi.nlm.nih.gov/compound/24721685,,,CHEMBL4303218,,BRD-K49617926-001-01-8,TWAZWVPPDIUVOD-UZRWAPQLSA-N,,COc1cc(O)cc(c1)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,740,-1.76,112.21
ESP0029359.zarr,C6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Flurbiprofen,72099,https://pubchem.ncbi.nlm.nih.gov/compound/72099,,,CHEMBL435298,,"BRD-K69907333-001-10-6, BRD-K69907333-001-07-2",SYTBZMRGLBWNTM-JTQLQIEISA-N,,C[C@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,702,-2.74,106.44
ESP0029359.zarr,C7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Hexoprenaline sulphate,3609,https://pubchem.ncbi.nlm.nih.gov/compound/3609,,,CHEMBL1589896,,BRD-A33894669-065-01-9,OXLZNBCNGJWPRV-UHFFFAOYSA-N,,OC(CNCCCCCCNCC(O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,702,0.03,106.44
ESP0029359.zarr,C8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Cyclocytidine HCl,25051,https://pubchem.ncbi.nlm.nih.gov/compound/25051,,,CHEMBL1412614,,BRD-K81021983-003-02-6,BBDAGFIXKZCXAH-CCXZUQQUSA-N,,OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,551,0.88,83.55
ESP0029359.zarr,C9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ABT-751 (E7010),3035714,https://pubchem.ncbi.nlm.nih.gov/compound/3035714,,,CHEMBL20684,,"BRD-K91623615-001-05-0, BRD-K91623615-001-04-3, BRD-K91623615-001-06-8, BRD-K91623615-001-09-9",URCVCIZFVQDVPM-UHFFFAOYSA-N,,COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,594,20.07,90.07
ESP0029359.zarr,C10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Nepafenac,151075,https://pubchem.ncbi.nlm.nih.gov/compound/151075,,,CHEMBL1021,,BRD-K04112579-001-07-0,QEFAQIPZVLVERP-UHFFFAOYSA-N,,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,704,-4.4,106.75
ESP0029359.zarr,C11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ZSTK474,11647372,https://pubchem.ncbi.nlm.nih.gov/compound/11647372,,,CHEMBL586702,,"BRD-K63068307-001-08-9, BRD-K63068307-001-10-9",HGVNLRPZOWWDKD-UHFFFAOYSA-N,,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,628,-0.79,95.22
ESP0029359.zarr,C12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Ulipristal acetate,130904,https://pubchem.ncbi.nlm.nih.gov/compound/130904,,,CHEMBL260538,,BRD-K76197012-001-01-2,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,652,-0.56,98.86
ESP0029359.zarr,C13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PF-4981517,71315139,https://pubchem.ncbi.nlm.nih.gov/compound/71315139,,,CHEMBL3527048,,"BRD-K78318619-001-02-7, BRD-K78318619-001-03-9",WDWIMDKOXZZYHH-FQEVSTJZSA-N,,Cc1ccc(cc1)-c1c(cnn1C)-c1nn(C)c2ncnc(N3CC[C@@H](C3)N3CCCCC3)c12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,676,24.36,102.5
ESP0029359.zarr,C14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Asaraldehyde (Asaronaldehyde),20525,https://pubchem.ncbi.nlm.nih.gov/compound/20525,,,CHEMBL1164301,,"BRD-K88219015-001-10-8, BRD-K88219015-001-11-9",IAJBQAYHSQIQRE-UHFFFAOYSA-N,,COc1cc(OC)c(C=O)cc1OC,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,740,-1.77,112.21
ESP0029359.zarr,C15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Kinetin (6-Furfuryladenine),3830,https://pubchem.ncbi.nlm.nih.gov/compound/3830,,,CHEMBL228792,,BRD-K65667145-001-14-0,QANMHLXAZMSUEX-UHFFFAOYSA-N,,C(Nc1ncnc2[nH]cnc12)c1ccco1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,737,-4.92,111.75
ESP0029359.zarr,C16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Potassium iodide,813,https://pubchem.ncbi.nlm.nih.gov/compound/813,,,CHEMBL1233793,,"BRD-M55321172-001-02-5, BRD-M55321172-001-03-3",NPYPAHLBTDXSSS-UHFFFAOYSA-N,,[K].I,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,715,-0.85,108.42
ESP0029359.zarr,C17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Voriconazole,71616,https://pubchem.ncbi.nlm.nih.gov/compound/71616,,,CHEMBL638,,"BRD-K06557128-001-07-0, BRD-K06557128-001-06-2, BRD-K06557128-001-08-8, BRD-K06557128-001-10-9",BCEHBSKCWLPMDN-MGPLVRAMSA-N,,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,643,1.21,97.5
ESP0029359.zarr,C18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"Lomibuvir (VX-222, VCH-222)",,,,,,,"BRD-K70610771-001-02-9, BRD-K70610771-001-03-9",WPMJNLCLKAKMLA-UGLKCIBTSA-N,,C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)c1cc(sc1C(O)=O)C#CC(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,714,-2.12,108.26
ESP0029359.zarr,C19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Loteprednol etabonate,444025,https://pubchem.ncbi.nlm.nih.gov/compound/444025,,,CHEMBL1200865,,"BRD-K39983086-001-06-1, BRD-K39983086-001-07-9, BRD-K39983086-001-08-9",DMKSVUSAATWOCU-HROMYWEYSA-N,,CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,561,-0.35,85.06
ESP0029359.zarr,C20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BIX 02188,23507698,https://pubchem.ncbi.nlm.nih.gov/compound/23507698,,,,,"BRD-K20290250-001-01-3, BRD-K20290250-001-02-1, BRD-K20290250-001-03-9",BQNHHYZMVCQLJG-VHXPQNKSSA-N,,CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(N)=O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,732,-0.44,110.99
ESP0029359.zarr,C21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Semagacestat (LY450139),9843750,https://pubchem.ncbi.nlm.nih.gov/compound/9843750,,,CHEMBL520733,,BRD-K81957469-001-01-0,PKXWXXPNHIWQHW-RCBQFDQVSA-N,,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1c2ccccc2CCN(C)C1=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,857,-2.24,129.95
ESP0029359.zarr,C22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Tie2 kinase inhibitor,23625762,https://pubchem.ncbi.nlm.nih.gov/compound/23625762,,,CHEMBL237352,,BRD-A92800748-001-05-5,SINQIEAULQKUPD-UHFFFAOYSA-N,,COc1ccc2cc(ccc2c1)-c1nc([nH]c1-c1ccncc1)-c1ccc(cc1)S(C)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,777,-3.68,117.82
ESP0029359.zarr,C23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,615,104.89,93.25
ESP0029359.zarr,C24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,749,2.38,113.57
ESP0029359.zarr,D1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BI 2536,11364421,https://pubchem.ncbi.nlm.nih.gov/compound/11364421,,,CHEMBL513909,,"BRD-K64890080-001-13-8, BRD-K64890080-001-02-1",XQVVPGYIWAGRNI-JOCHJYFZSA-N,,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,507,66.75,76.88
ESP0029359.zarr,D2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BX-795,10077147,https://pubchem.ncbi.nlm.nih.gov/compound/10077147,,,CHEMBL577784,,"BRD-K47983010-001-12-0, BRD-K47983010-001-14-6, BRD-K47983010-001-09-6, BRD-K47983010-001-15-3",VAVXGGRQQJZYBL-UHFFFAOYSA-N,,Ic1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)c1cccs1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,491,18.51,74.45
ESP0029359.zarr,D3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BMS 777607,24794418,https://pubchem.ncbi.nlm.nih.gov/compound/24794418,,,CHEMBL460702,,"BRD-K40738845-001-05-0, BRD-K40738845-001-06-9",VNBRGSXVFBYQNN-UHFFFAOYSA-N,,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,591,-1.97,89.61
ESP0029359.zarr,D4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NVP-BHG712,16747388,https://pubchem.ncbi.nlm.nih.gov/compound/16747388,,,CHEMBL3752910,,"BRD-K79259477-001-04-9, BRD-K79259477-001-06-9",ZCCPLJOKGAACRT-UHFFFAOYSA-N,,Cc1ccc(cc1Nc1nc(nc2n(C)ncc12)-c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,655,-4.6,99.32
ESP0029359.zarr,D5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Abiraterone Acetate,9821849,https://pubchem.ncbi.nlm.nih.gov/compound/9821849,,,CHEMBL271227,,"BRD-K24048528-001-01-7, BRD-K24048528-001-02-5, BRD-K24048528-001-03-9",UVIQSJCZCSLXRZ-UBUQANBQSA-N,,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c4cccnc4)[C@@H]3CC=C2C1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,632,2.09,95.83
ESP0029359.zarr,D6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ABT-888 (Veliparib),11960529,https://pubchem.ncbi.nlm.nih.gov/compound/11960529,,,CHEMBL506871,,BRD-K12737986-001-01-4,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,,C[C@]1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,636,-1.53,96.44
ESP0029359.zarr,D7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Pramipexole dihydrochloride monohydrate,119570,https://pubchem.ncbi.nlm.nih.gov/compound/119570,,,CHEMBL301265,,"BRD-K06388322-312-02-6, BRD-K06388322-001-07-4, BRD-K06388322-300-01-3, BRD-K06388322-300-10-9",FASDKYOPVNHBLU-ZETCQYMHSA-N,,CCCN[C@H]1CCc2nc(N)sc2C1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,700,-2.93,106.14
ESP0029359.zarr,D8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Alibendol,71916,https://pubchem.ncbi.nlm.nih.gov/compound/71916,,,CHEMBL2105999,,BRD-K60102752-001-02-2,UMJHTFHIQDEGKB-UHFFFAOYSA-N,,COc1cc(CC=C)cc(C(=O)NCCO)c1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,678,-1.23,102.81
ESP0029359.zarr,D9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Masitinib (AB1010),10074640,https://pubchem.ncbi.nlm.nih.gov/compound/10074640,,,CHEMBL1908391,,"BRD-K71035033-001-08-9, BRD-K71035033-001-07-1",WJEOLQLKVOPQFV-UHFFFAOYSA-N,,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,634,54.05,96.13
ESP0029359.zarr,D10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Linifanib (ABT-869),11485656,https://pubchem.ncbi.nlm.nih.gov/compound/11485656,,,CHEMBL223360,,"BRD-K99749624-001-07-0, BRD-K99749624-001-11-9",MPVGZUGXCQEXTM-UHFFFAOYSA-N,,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,513,9.27,77.79
ESP0029359.zarr,D11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Ganetespib (STA-9090),135564985,https://pubchem.ncbi.nlm.nih.gov/compound/135564985,,,CHEMBL2103879,,"BRD-K38852836-001-02-1, BRD-K38852836-001-04-9",RVAQIUULWULRNW-UHFFFAOYSA-N,,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,512,-7.81,77.63
ESP0029359.zarr,D12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Bindarit,71354,https://pubchem.ncbi.nlm.nih.gov/compound/71354,,,CHEMBL2107549,,"BRD-K36467523-001-02-8, BRD-K36467523-001-03-9",MTHORRSSURHQPZ-UHFFFAOYSA-N,,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,455,-4.36,68.99
ESP0029359.zarr,D13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Lumiracoxib (COX-189),151166,https://pubchem.ncbi.nlm.nih.gov/compound/151166,,,CHEMBL404108,,"BRD-K26901728-001-06-2, BRD-K26901728-001-05-4",KHPKQFYUPIUARC-UHFFFAOYSA-N,,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,741,-3.27,112.36
ESP0029359.zarr,D14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Xanthone (Genicide),7020,https://pubchem.ncbi.nlm.nih.gov/compound/7020,,,CHEMBL186784,,"BRD-K27135764-001-08-7, BRD-K27135764-001-09-5",JNELGWHKGNBSMD-UHFFFAOYSA-N,,O=c1c2ccccc2oc2ccccc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,643,-2.07,97.5
ESP0029359.zarr,D15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Gimeracil,3472,https://pubchem.ncbi.nlm.nih.gov/compound/3472,"5282202, 54679224","https://pubchem.ncbi.nlm.nih.gov/compound/5282202, https://pubchem.ncbi.nlm.nih.gov/compound/54679224",CHEMBL1730601,,"BRD-K35687421-001-03-3, BRD-K35687421-001-02-5",ZPLQIPFOCGIIHV-UHFFFAOYSA-N,,Oc1cc(=O)[nH]cc1Cl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,751,-6.34,113.87
ESP0029359.zarr,D16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Roflumilast (Daxas),449193,https://pubchem.ncbi.nlm.nih.gov/compound/449193,,,CHEMBL193240,,BRD-K03194791-001-04-8,MNDBXUUTURYVHR-UHFFFAOYSA-N,,FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,801,-1.64,121.46
ESP0029359.zarr,D17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Thiazovivin,46209426,https://pubchem.ncbi.nlm.nih.gov/compound/46209426,,,CHEMBL3184878,,"BRD-K03164761-001-02-1, BRD-K03164761-001-04-9",DOBKQCZBPPCLEG-UHFFFAOYSA-N,,O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,655,-3.53,99.32
ESP0029359.zarr,D18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SB939 (Pracinostat),49855250,https://pubchem.ncbi.nlm.nih.gov/compound/49855250,,,CHEMBL1851943,,"BRD-K86797399-001-05-1, BRD-K86797399-001-04-4, BRD-K86797399-001-06-9",JHDKZFFAIZKUCU-ZRDIBKRKSA-N,,CCCCc1nc2cc(ccc2n1CCN(CC)CC)\C=C\C(=O)NO,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,545,-5.0,82.64
ESP0029359.zarr,D19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,WZ4002,44607530,https://pubchem.ncbi.nlm.nih.gov/compound/44607530,,,CHEMBL1229592,,"BRD-K72420232-001-13-1, BRD-K72420232-001-12-3",ITTRLTNMFYIYPA-UHFFFAOYSA-N,,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,688,-1.32,104.32
ESP0029359.zarr,D20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,AZD8055,25262965,https://pubchem.ncbi.nlm.nih.gov/compound/25262965,,,CHEMBL1801204,,"BRD-K69932463-001-10-6, BRD-K69932463-001-17-1",KVLFRAWTRWDEDF-IRXDYDNUSA-N,,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,488,4.71,74.0
ESP0029359.zarr,D21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Deferasirox (Exjade),214348,https://pubchem.ncbi.nlm.nih.gov/compound/214348,,,CHEMBL550348,,"BRD-K97010173-001-04-1, BRD-K97010173-001-06-9",BOFQWVMAQOTZIW-UHFFFAOYSA-N,,OC(=O)c1ccc(cc1)-n1nc(nc1-c1ccccc1O)-c1ccccc1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,622,-0.76,94.31
ESP0029359.zarr,D22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,WYE-354,44219749,https://pubchem.ncbi.nlm.nih.gov/compound/44219749,,,CHEMBL561708,,"BRD-K77008974-001-03-2, BRD-K77008974-001-04-9",IMXHGCRIEAKIBU-UHFFFAOYSA-N,,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,598,-3.74,90.67
ESP0029359.zarr,D23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,604,89.22,91.58
ESP0029359.zarr,D24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,744,5.7,112.81
ESP0029359.zarr,E1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"Foretinib (GSK1363089, XL880)",42642645,https://pubchem.ncbi.nlm.nih.gov/compound/42642645,,,CHEMBL1230609,,"BRD-K03449891-001-08-6, BRD-K03449891-001-06-0",CXQHYVUVSFXTMY-UHFFFAOYSA-N,,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,465,80.07,70.51
ESP0029359.zarr,E2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,MGCD-265,24901704,https://pubchem.ncbi.nlm.nih.gov/compound/24901704,,,CHEMBL254760,,BRD-K56277358-001-07-5,UFICVEHDQUKCEA-UHFFFAOYSA-N,,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,615,0.11,93.25
ESP0029359.zarr,E3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PD318088,10231331,https://pubchem.ncbi.nlm.nih.gov/compound/10231331,,,CHEMBL3182051,,"BRD-A57798112-001-03-7, BRD-A57798112-001-04-9",XXSSGBYXSKOLAM-UHFFFAOYSA-N,,OCC(O)CONC(=O)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,569,4.38,86.28
